seed,protocol,fold,packet,evaluation_scale,n_val,n_test,mean_val_rmse_model_scale,gaussian_component_nll,student_t4_component_nll,coverage50,coverage90,coverage_error,uncertainty_error_spearman,mean_sigma
42,chronological,all_sequences,coord_reliability,pixels,26363,29400,9.19594809303857,3.450836492150664,3.2050182657683433,0.7027891156462585,0.91421768707483,0.1085034013605442,0.6125212070693314,7.729567849693753
42,chronological,all_sequences,full_real,pixels,26363,29400,9.19594809303857,3.417348365080337,3.1856021768994953,0.6959183673469388,0.9172108843537415,0.10656462585034016,0.6357981291613685,7.714170273468038
42,chronological,all_sequences,full_zero_state,pixels,26363,29400,9.19594809303857,3.5629110663352535,3.2482611844532543,0.7124489795918367,0.905,0.10872448979591837,0.5474759453477196,7.848488622913428
42,chronological,all_sequences,full_row_shuffled,pixels,26363,29400,9.19594809303857,3.5609854168241815,3.248360165590411,0.7126190476190476,0.9049659863945578,0.1087925170068027,0.5479093165647051,7.784252049073082
42,chronological,all_sequences,full_wrong_cell,pixels,26363,29400,9.19594809303857,3.465686472010793,3.2084995774190648,0.6961904761904761,0.9092857142857143,0.10273809523809518,0.6014395393994598,7.592959623551176
42,chronological,all_sequences,full_time_shuffled,pixels,26363,29400,9.19594809303857,3.457034686675701,3.2041816219741643,0.6951020408163265,0.9095238095238095,0.10231292517006801,0.609749641284143,7.5957520716415265
42,leave_one_sequence_out,mitomycin,coord_only,pixels,48549,24807,5.450142704790059,4.6895456737590555,4.121532850223942,0.3717499092997944,0.7418470592977788,0.1432015157012134,0.2514718714350426,8.466992714442659
42,leave_one_sequence_out,mitomycin,coord_shape,pixels,48549,24807,5.450142704790059,4.436834843948088,4.053651352343218,0.4429394928850728,0.7952997137904624,0.08088039666223243,0.2627960319054708,9.48573082923795
42,leave_one_sequence_out,mitomycin,coord_actin,pixels,48549,24807,5.450142704790059,4.78892936531971,4.1483183716329375,0.3456282500907002,0.7218930140686096,0.1662393679203451,0.24416367684334978,8.113777610399499
42,leave_one_sequence_out,mitomycin,coord_contact,pixels,48549,24807,5.450142704790059,4.698575208911831,4.124140069534483,0.36505824968758815,0.7399121215785867,0.1475148143669126,0.25582533202988866,8.391083422026394
